,Unnamed: 0,Date,Delhi,Mumbai,Chennai,Kolkata,Delhi_pc,Mumbai_pc,Chennai_pc,Kolkata_pc,Type,Mean,Mean_pc
0,0,2021-02-20,90.58,97.0,92.59,91.78,38.33,26.47,36.12,34.91,Petrol,92.9875,33.957499999999996
1,1,2021-02-18,89.88,96.32,91.98,91.11,37.26,25.58,35.22,33.93,Petrol,92.3225,32.9975
2,2,2021-02-17,89.54,96.0,91.68,90.78,36.74,25.16,34.78,33.44,Petrol,92.0,32.53
3,3,2021-02-16,89.29,95.75,91.45,90.54,36.36,24.84,34.45,33.09,Petrol,91.7575,32.185
4,4,2021-02-15,88.99,95.46,91.19,90.25,35.9,24.46,34.06,32.66,Petrol,91.4725,31.77
5,5,2021-02-14,88.73,95.21,90.96,90.01,35.51,24.13,33.73,32.31,Petrol,91.2275,31.42
6,6,2021-02-13,88.44,94.93,90.7,89.73,35.06,23.77,33.34,31.9,Petrol,90.95,31.0175
7,7,2021-02-12,88.14,94.64,90.44,89.44,34.61,23.39,32.96,31.47,Petrol,90.665,30.6075
8,8,2021-02-11,87.85,94.36,90.18,89.16,34.16,23.02,32.58,31.06,Petrol,90.3875,30.205
9,9,2021-02-10,87.6,94.12,89.96,88.92,33.78,22.71,32.26,30.71,Petrol,90.15,29.865000000000002
10,10,2021-02-09,87.3,93.83,89.7,88.63,33.32,22.33,31.87,30.28,Petrol,89.865,29.450000000000003
11,11,2021-02-08,86.95,93.49,89.39,88.3,32.79,21.89,31.42,29.8,Petrol,89.5325,28.975
12,12,2021-02-07,86.95,93.49,89.39,88.3,32.79,21.89,31.42,29.8,Petrol,89.5325,28.975
13,13,2021-02-06,86.95,93.49,89.39,88.3,32.79,21.89,31.42,29.8,Petrol,89.5325,28.975
14,14,2021-02-05,86.95,93.49,89.39,88.3,32.79,21.89,31.42,29.8,Petrol,89.5325,28.975
15,15,2021-02-04,86.65,93.2,89.13,88.01,32.33,21.51,31.03,29.37,Petrol,89.2475,28.560000000000002
16,16,2021-02-03,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
17,17,2021-02-02,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
18,18,2021-02-01,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
19,19,2021-01-31,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
20,20,2021-01-30,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
21,21,2021-01-29,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
22,22,2021-01-28,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
23,23,2021-01-27,86.3,92.86,88.82,87.69,31.8,21.07,30.58,28.9,Petrol,88.9175,28.087500000000002
24,24,2021-01-26,86.05,92.62,88.6,87.45,31.41,20.76,30.26,28.55,Petrol,88.68,27.745
25,25,2021-01-25,85.7,92.28,88.29,87.11,30.88,20.31,29.8,28.05,Petrol,88.34500000000001,27.259999999999998
26,26,2021-01-24,85.7,92.28,88.29,87.11,30.88,20.31,29.8,28.05,Petrol,88.34500000000001,27.259999999999998
27,27,2021-01-23,85.7,92.28,88.29,87.11,30.88,20.31,29.8,28.05,Petrol,88.34500000000001,27.259999999999998
28,28,2021-01-22,85.45,92.04,88.07,86.87,30.5,20.0,29.48,27.69,Petrol,88.1075,26.9175
29,29,2021-01-21,85.2,91.8,87.85,86.63,30.12,19.69,29.15,27.34,Petrol,87.87,26.575000000000003
30,30,2021-01-20,85.2,91.8,87.85,86.63,30.12,19.69,29.15,27.34,Petrol,87.87,26.575000000000003
31,31,2021-01-19,85.2,91.8,87.85,86.63,30.12,19.69,29.15,27.34,Petrol,87.87,26.575000000000003
32,32,2021-01-18,84.95,91.56,87.63,86.39,29.73,19.37,28.83,26.99,Petrol,87.6325,26.23
33,33,2021-01-17,84.7,91.32,87.4,86.15,29.35,19.06,28.49,26.64,Petrol,87.39249999999998,25.884999999999998
34,34,2021-01-16,84.7,91.32,87.4,86.15,29.35,19.06,28.49,26.64,Petrol,87.39249999999998,25.884999999999998
35,35,2021-01-15,84.7,91.32,87.4,86.15,29.35,19.06,28.49,26.64,Petrol,87.39249999999998,25.884999999999998
36,36,2021-01-14,84.7,91.32,87.4,86.15,29.35,19.06,28.49,26.64,Petrol,87.39249999999998,25.884999999999998
37,37,2021-01-13,84.45,91.07,87.18,85.92,28.97,18.74,28.17,26.3,Petrol,87.155,25.544999999999998
38,38,2021-01-12,84.2,90.83,86.96,85.68,28.59,18.42,27.84,25.94,Petrol,86.9175,25.1975
39,39,2021-01-11,84.2,90.83,86.96,85.68,28.59,18.42,27.84,25.94,Petrol,86.9175,25.1975
40,40,2021-01-10,84.2,90.83,86.96,85.68,28.59,18.42,27.84,25.94,Petrol,86.9175,25.1975
41,41,2021-01-09,84.2,90.83,86.96,85.68,28.59,18.42,27.84,25.94,Petrol,86.9175,25.1975
42,42,2021-01-08,84.2,90.83,86.96,85.68,28.59,18.42,27.84,25.94,Petrol,86.9175,25.1975
43,43,2021-01-07,84.2,90.83,86.96,85.68,28.59,18.42,27.84,25.94,Petrol,86.9175,25.1975
44,44,2021-01-06,83.97,90.6,86.75,85.44,28.24,18.12,27.54,25.59,Petrol,86.69,24.872500000000002
45,45,2021-01-05,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
46,46,2021-01-04,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
47,47,2021-01-03,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
48,48,2021-01-02,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
49,49,2021-01-01,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
50,50,2020-12-31,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
51,51,2020-12-30,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
52,52,2020-12-29,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
53,53,2020-12-28,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
54,54,2020-12-27,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
55,55,2020-12-26,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
56,56,2020-12-24,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
57,57,2020-12-23,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
58,58,2020-12-22,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
59,59,2020-12-21,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
60,60,2020-12-20,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
61,61,2020-12-19,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
62,62,2020-12-18,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
63,63,2020-12-17,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
64,64,2020-12-16,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
65,65,2020-12-15,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
66,66,2020-12-14,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
67,67,2020-12-13,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
68,68,2020-12-12,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
69,69,2020-12-11,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
70,70,2020-12-10,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
71,71,2020-12-09,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
72,72,2020-12-08,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
73,73,2020-12-07,83.71,90.34,86.51,85.19,27.84,17.78,27.18,25.22,Petrol,86.4375,24.505000000000003
74,74,2020-12-06,83.41,90.05,86.25,84.9,27.38,17.41,26.8,24.8,Petrol,86.1525,24.0975
75,75,2020-12-05,83.13,89.78,86.0,84.63,26.95,17.05,26.43,24.4,Petrol,85.88499999999999,23.707500000000003
76,76,2020-12-04,82.86,89.52,85.76,84.37,26.54,16.71,26.08,24.02,Petrol,85.6275,23.3375
77,77,2020-12-03,82.66,89.33,85.59,84.18,26.24,16.47,25.83,23.74,Petrol,85.44,23.069999999999997
78,78,2020-12-02,82.49,89.16,85.44,84.02,25.98,16.25,25.61,23.5,Petrol,85.27749999999999,22.835
79,79,2020-12-01,82.34,89.02,85.31,83.87,25.75,16.06,25.42,23.28,Petrol,85.135,22.6275
80,80,2020-11-30,82.34,89.02,85.31,83.87,25.75,16.06,25.42,23.28,Petrol,85.135,22.6275
81,81,2020-11-29,82.34,89.02,85.31,83.87,25.75,16.06,25.42,23.28,Petrol,85.135,22.6275
82,82,2020-11-28,82.13,88.81,85.12,83.67,25.43,15.79,25.14,22.99,Petrol,84.9325,22.3375
83,83,2020-11-27,81.89,88.58,84.91,83.44,25.06,15.49,24.83,22.65,Petrol,84.705,22.0075
84,84,2020-11-26,81.7,88.4,84.74,83.26,24.77,15.25,24.58,22.39,Petrol,84.525,21.7475
85,85,2020-11-25,81.59,88.29,84.64,83.15,24.6,15.11,24.43,22.23,Petrol,84.4175,21.5925
86,86,2020-11-24,81.59,88.29,84.64,83.15,24.6,15.11,24.43,22.23,Petrol,84.4175,21.5925
87,87,2020-11-23,81.53,88.23,84.59,83.1,24.51,15.03,24.36,22.15,Petrol,84.3625,21.5125
88,88,2020-11-22,81.46,88.16,84.53,83.03,24.4,14.94,24.27,22.05,Petrol,84.295,21.415
89,89,2020-11-21,81.38,88.09,84.46,82.95,24.28,14.85,24.17,21.93,Petrol,84.22,21.3075
90,90,2020-11-20,81.23,87.92,84.31,82.79,24.05,14.63,23.95,21.7,Petrol,84.0625,21.0825
91,91,2020-11-19,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
92,92,2020-11-18,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
93,93,2020-11-17,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
94,94,2020-11-16,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
95,95,2020-11-15,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
96,96,2020-11-14,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
97,97,2020-11-13,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
98,98,2020-11-12,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
99,99,2020-11-11,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
100,100,2020-11-10,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
101,101,2020-11-09,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
102,102,2020-11-08,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
103,103,2020-11-07,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
104,104,2020-11-06,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
105,105,2020-11-05,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
106,106,2020-11-04,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
107,107,2020-11-03,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
108,108,2020-11-02,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
109,109,2020-11-01,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
110,110,2020-10-31,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
111,111,2020-10-30,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
112,112,2020-10-28,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
113,113,2020-10-27,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
114,114,2020-10-26,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
115,115,2020-10-25,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
116,116,2020-10-24,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
117,117,2020-10-23,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
118,118,2020-10-22,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
119,119,2020-10-21,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
120,120,2020-10-20,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
121,121,2020-10-19,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
122,122,2020-10-18,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
123,123,2020-10-17,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
124,124,2020-10-16,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
125,125,2020-10-15,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
126,126,2020-10-14,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
127,127,2020-10-13,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
128,128,2020-10-12,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
129,129,2020-10-11,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
130,130,2020-10-10,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
131,131,2020-10-09,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
132,132,2020-10-08,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
133,133,2020-10-07,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
134,134,2020-10-06,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
135,135,2020-10-05,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
136,136,2020-10-04,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
137,137,2020-10-03,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
138,138,2020-10-02,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
139,139,2020-10-01,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
140,140,2020-09-30,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
141,141,2020-09-29,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
142,142,2020-09-28,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
143,143,2020-09-27,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
144,144,2020-09-26,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
145,145,2020-09-25,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
146,146,2020-09-24,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
147,147,2020-09-23,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
148,148,2020-09-22,81.06,87.74,84.14,82.59,23.79,14.39,23.7,21.4,Petrol,83.88250000000001,20.82
149,149,2020-09-21,81.14,87.82,84.21,82.67,23.92,14.5,23.8,21.52,Petrol,83.96,20.935
150,150,2020-09-20,81.14,87.82,84.21,82.67,23.92,14.5,23.8,21.52,Petrol,83.96,20.935
151,151,2020-09-19,81.14,87.82,84.21,82.67,23.92,14.5,23.8,21.52,Petrol,83.96,20.935
152,152,2020-09-18,81.14,87.82,84.21,82.67,23.92,14.5,23.8,21.52,Petrol,83.96,20.935
153,153,2020-09-17,81.4,88.07,84.44,82.92,24.31,14.82,24.14,21.89,Petrol,84.2075,21.29
154,154,2020-09-16,81.55,88.21,84.57,83.06,24.54,15.01,24.33,22.09,Petrol,84.3475,21.4925
155,155,2020-09-15,81.55,88.21,84.57,83.06,24.54,15.01,24.33,22.09,Petrol,84.3475,21.4925
156,156,2020-09-14,81.72,88.38,84.72,83.23,24.8,15.23,24.55,22.34,Petrol,84.51249999999999,21.73
157,157,2020-09-13,81.86,88.51,84.85,83.36,25.02,15.4,24.74,22.53,Petrol,84.64500000000001,21.9225
158,158,2020-09-12,81.86,88.51,84.85,83.36,25.02,15.4,24.74,22.53,Petrol,84.64500000000001,21.9225
159,159,2020-09-11,81.99,88.64,84.96,83.49,25.21,15.57,24.9,22.73,Petrol,84.77,22.1025
160,160,2020-09-10,81.99,88.64,84.96,83.49,25.21,15.57,24.9,22.73,Petrol,84.77,22.1025
161,161,2020-09-09,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
162,162,2020-09-08,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
163,163,2020-09-07,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
164,164,2020-09-06,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
165,165,2020-09-05,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
166,166,2020-09-04,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
167,167,2020-09-03,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
168,168,2020-09-01,82.08,88.73,85.04,83.57,25.35,15.68,25.02,22.84,Petrol,84.855,22.2225
169,169,2020-08-31,82.03,88.68,85.0,83.52,25.27,15.62,24.96,22.77,Petrol,84.8075,22.155
170,170,2020-08-30,82.03,88.68,85.0,83.52,25.27,15.62,24.96,22.77,Petrol,84.8075,22.155
171,171,2020-08-29,81.94,88.58,84.91,83.43,25.14,15.49,24.83,22.64,Petrol,84.715,22.025
172,172,2020-08-28,81.94,88.58,84.91,83.43,25.14,15.49,24.83,22.64,Petrol,84.715,22.025
173,173,2020-08-27,81.83,88.48,84.82,83.33,24.97,15.36,24.7,22.49,Petrol,84.615,21.88
174,174,2020-08-26,81.73,88.39,84.73,83.24,24.82,15.24,24.57,22.36,Petrol,84.52250000000001,21.747500000000002
175,175,2020-08-25,81.73,88.39,84.73,83.24,24.82,15.24,24.57,22.36,Petrol,84.52250000000001,21.747500000000002
176,176,2020-08-24,81.62,88.28,84.64,83.13,24.65,15.1,24.43,22.2,Petrol,84.4175,21.595
177,177,2020-08-23,81.49,88.16,84.52,83.01,24.45,14.94,24.26,22.02,Petrol,84.29499999999999,21.4175
178,178,2020-08-22,81.35,88.02,84.4,82.87,24.24,14.76,24.08,21.81,Petrol,84.16,21.2225
179,179,2020-08-21,81.19,87.87,84.26,82.72,23.99,14.56,23.88,21.59,Petrol,84.01,21.005
180,180,2020-08-20,81.0,87.68,84.09,82.53,23.7,14.32,23.63,21.31,Petrol,83.825,20.74
181,181,2020-08-19,80.9,87.58,83.99,82.43,23.55,14.19,23.48,21.17,Petrol,83.72500000000001,20.5975
182,182,2020-08-18,80.9,87.58,83.99,82.43,23.55,14.19,23.48,21.17,Petrol,83.72500000000001,20.5975
183,183,2020-08-17,80.73,87.45,83.87,82.3,23.29,14.02,23.3,20.98,Petrol,83.5875,20.3975
184,184,2020-08-16,80.57,87.31,83.75,82.17,23.05,13.83,23.13,20.78,Petrol,83.45,20.1975
185,185,2020-08-15,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
186,186,2020-08-14,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
187,187,2020-08-13,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
188,188,2020-08-12,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
189,189,2020-08-11,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
190,190,2020-08-10,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
191,191,2020-08-09,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
192,192,2020-08-08,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
193,193,2020-08-07,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
194,194,2020-08-06,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
195,195,2020-08-05,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
196,196,2020-08-04,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
197,197,2020-08-03,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
198,198,2020-08-02,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
199,199,2020-08-01,80.43,87.19,83.63,82.05,22.83,13.68,22.95,20.61,Petrol,83.325,20.0175
200,200,2020-07-31,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
201,201,2020-07-30,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
202,202,2020-07-29,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
203,203,2020-07-28,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
204,204,2020-07-27,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
205,205,2020-07-26,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
206,206,2020-07-25,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
207,207,2020-07-24,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
208,208,2020-07-23,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
209,209,2020-07-22,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
210,210,2020-07-21,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
211,211,2020-07-20,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
212,212,2020-07-19,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
213,213,2020-07-18,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
214,214,2020-07-17,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
215,215,2020-07-16,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
216,216,2020-07-15,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
217,217,2020-07-14,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
218,218,2020-07-13,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
219,219,2020-07-12,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
220,220,2020-07-11,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
221,221,2020-07-10,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
222,222,2020-07-09,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
223,223,2020-07-08,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
224,224,2020-07-06,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
225,225,2020-07-05,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
226,226,2020-07-04,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
227,227,2020-07-03,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
228,228,2020-07-02,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
229,229,2020-07-01,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
230,230,2020-06-30,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
231,231,2020-06-29,80.43,87.19,83.63,82.1,22.83,13.68,22.95,20.68,Petrol,83.3375,20.035
232,232,2020-06-28,80.38,87.14,83.59,82.05,22.76,13.61,22.89,20.61,Petrol,83.28999999999999,19.9675
233,233,2020-06-27,80.38,87.14,83.59,82.05,22.76,13.61,22.89,20.61,Petrol,83.28999999999999,19.9675
234,234,2020-06-26,80.13,86.91,83.37,81.82,22.37,13.31,22.57,20.27,Petrol,83.0575,19.630000000000003
